labelling_period	chamber	cycle	day_night	CH4_slope	CH4_intercept	delta_sec	Temp_kelvin	R_squared	combined_name	n_total	n_CH4	CH4_mass_grams	flux	Water	V_chamber_m3	A_chamber_m2	n_total_in_chamber	n_ch4_in_chamber	ch4_micrograms_per_second_in_chamber	ch4_micrograms_per_second_per_m2	ch4_micrograms_per_day_per_m2	ch4_micrograms_per_second_per_m2
L2	P13	6	Day	-3.20E-06	1.971478633	33603	310	0.884148557	L2_P13_6	1.96	1.96E-06	3.14E-05	1.57E-11	H	0.168215138	0.12939626	6.612806422	-2.12E-11	-3.39E-04	-0.0026	-226.1368	-0.002617324
L3	P13	2	Night	-7.43E-07	1.980333116	38409	283	0.881599244	L3_P13_2	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-5.38E-12	-8.62E-05	-0.0007	-57.5244	-0.000665791
L2	P13	0	Day	-1.39E-06	1.971251644	33597	304	0.873450952	L2_P13_0	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.743322339	-9.40E-12	-1.50E-04	-0.0012	-100.3847	-0.00116186
L3	P13	19	Day	-1.28E-06	1.98374746	33598	289	0.840126385	L3_P13_19	2.1	2.10E-06	3.37E-05	1.68E-11	H	0.168215138	0.12939626	7.093321768	-9.06E-12	-1.45E-04	-0.0011	-96.7746	-0.001120077
L1	P13	11	Night	2.03E-06	1.938017421	14402	271	0.83913746	L1_P13_11	2.24	2.24E-06	3.59E-05	4.18E-11	H	0.168215138	0.12939626	7.564464911	1.53E-11	2.45E-04	0.0019	163.7139	0.001894836
L3	P13	22	Night	9.62E-07	1.956966911	33597	277	0.818043277	L3_P13_22	2.19	2.19E-06	3.51E-05	1.75E-11	H	0.168215138	0.12939626	7.400613686	7.12E-12	1.14E-04	0.0009	76.0742	0.000880488
L2	P13	8	Day	-1.96E-06	1.984151052	33608	307	0.809948441	L2_P13_8	1.97	1.97E-06	3.16E-05	1.58E-11	H	0.168215138	0.12939626	6.677426681	-1.31E-11	-2.09E-04	-0.0016	-139.8066	-0.001618132
L2	P13	4	Day	-1.93E-06	1.964494811	33596	305	0.774669121	L2_P13_4	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-1.30E-11	-2.08E-04	-0.0016	-138.7932	-0.001606403
L1	P13	6	Day	-4.10E-06	2.045440874	24000	296	0.69693452	L1_P13_6	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-2.84E-11	-4.54E-04	-0.0035	-303.2081	-0.003509353
L3	P13	25	Day	1.47E-06	2.013882104	14407	300	0.684612866	L3_P13_25	2.02	2.02E-06	3.24E-05	3.77E-11	H	0.168215138	0.12939626	6.833233303	1.01E-11	1.61E-04	0.0012	107.6100	0.001245486
L3	P13	0	Night	9.59E-07	2.0276275	38397	283	0.679462639	L3_P13_0	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	6.95E-12	1.11E-04	0.0009	74.1995	0.000858791
L2	P13	9	Night	1.03E-06	1.948192069	28796	280	0.652577775	L2_P13_9	2.16	2.16E-06	3.46E-05	2.02E-11	H	0.168215138	0.12939626	7.321321396	7.53E-12	1.20E-04	0.0009	80.4270	0.000930868
L1	P13	5	Night	1.25E-06	1.939459994	38401	271	0.59307769	L1_P13_5	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	9.48E-12	1.52E-04	0.0012	101.2303	0.001171648
L3	P13	20	Night	1.05E-06	1.948815247	33603	280	0.592355362	L3_P13_20	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	7.71E-12	1.23E-04	0.0010	82.3425	0.000953039
L3	P13	23	Day	-6.89E-07	1.987058884	33604	304	0.518963151	L3_P13_23	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.743322339	-4.64E-12	-7.43E-05	-0.0006	-49.6092	-0.00057418
L3	P13	18	Night	7.64E-07	1.954417938	33605	280	0.490986774	L3_P13_18	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	5.60E-12	8.95E-05	0.0007	59.7826	0.000691928
L1	P13	13	Night	8.58E-07	1.952691478	38398	271	0.486522423	L1_P13_13	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	6.49E-12	1.04E-04	0.0008	69.3299	0.000802429
L2	P13	5	Night	-5.47E-07	1.976967972	28796	281	0.483526417	L2_P13_5	2.16	2.16E-06	3.46E-05	2.02E-11	H	0.168215138	0.12939626	7.295266872	-3.99E-12	-6.39E-05	-0.0005	-42.6512	-0.000493649
L3	P13	10	Night	7.37E-07	1.95318214	33595	275	0.466835215	L3_P13_10	2.2	2.20E-06	3.53E-05	1.76E-11	H	0.168215138	0.12939626	7.454436331	5.49E-12	8.79E-05	0.0007	58.6734	0.00067909
L3	P13	15	Day	5.67E-07	1.954132965	28801	297	0.443890559	L3_P13_15	2.04	2.04E-06	3.27E-05	1.90E-11	H	0.168215138	0.12939626	6.902255862	3.92E-12	6.26E-05	0.0005	41.8286	0.000484128
L2	P13	2	Day	-1.31E-06	1.950027031	33597	305	0.443603599	L2_P13_2	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-8.79E-12	-1.41E-04	-0.0011	-93.9528	-0.001087417
L3	P13	3	Day	-8.81E-07	1.973194496	23995	290	0.385844939	L3_P13_3	2.09	2.09E-06	3.35E-05	2.34E-11	H	0.168215138	0.12939626	7.068862038	-6.23E-12	-9.97E-05	-0.0008	-66.5579	-0.000770346
L3	P13	11	Day	-7.86E-07	2.002637903	23995	299	0.312902809	L3_P13_11	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	-5.39E-12	-8.62E-05	-0.0007	-57.5608	-0.000666213
L3	P13	14	Night	2.73E-07	1.984920277	33601	281	0.301260082	L3_P13_14	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	1.99E-12	3.18E-05	0.0002	21.2658	0.000246131
L3	P13	13	Day	3.66E-07	1.972502137	28803	286	0.260868566	L3_P13_13	2.12	2.12E-06	3.40E-05	1.98E-11	H	0.168215138	0.12939626	7.167727241	2.62E-12	4.19E-05	0.0003	28.0098	0.000324187
L3	P13	21	Day	-5.21E-07	1.978491455	33604	300	0.201759747	L3_P13_21	2.02	2.02E-06	3.24E-05	1.62E-11	H	0.168215138	0.12939626	6.833233303	-3.56E-12	-5.69E-05	-0.0004	-38.0102	-0.000439933
L1	P13	4	Day	-2.85E-06	2.01900825	24000	299	0.197201578	L1_P13_4	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	-1.95E-11	-3.12E-04	-0.0024	-208.5388	-0.002413644
L2	P13	3	Night	7.26E-07	1.948281762	28801	279	0.195395095	L2_P13_3	2.17	2.17E-06	3.48E-05	2.03E-11	H	0.168215138	0.12939626	7.347562691	5.34E-12	8.54E-05	0.0007	57.0134	0.000659878
L2	P13	7	Night	3.09E-07	1.981408106	28795	282	0.17211159	L2_P13_7	2.15	2.15E-06	3.45E-05	2.01E-11	H	0.168215138	0.12939626	7.269397131	2.25E-12	3.60E-05	0.0003	24.0248	0.000278065
L3	P13	5	Day	3.50E-07	1.963811349	33602	298	0.118106616	L3_P13_5	2.03	2.03E-06	3.26E-05	1.62E-11	H	0.168215138	0.12939626	6.879093929	2.41E-12	3.85E-05	0.0003	25.6983	0.000297434
L3	P13	6	Night	1.81E-07	1.957987785	38404	277	0.114989189	L3_P13_6	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	1.34E-12	2.14E-05	0.0002	14.2952	0.000165453
L3	P13	16	Night	-2.04E-07	1.984438648	33600	282	0.080972496	L3_P13_16	2.15	2.15E-06	3.45E-05	1.72E-11	H	0.168215138	0.12939626	7.269397131	-1.48E-12	-2.37E-05	-0.0002	-15.8073	-0.000182955
L2	P13	1	Night	3.59E-07	1.951156122	28805	280	0.068286038	L2_P13_1	2.16	2.16E-06	3.46E-05	2.02E-11	H	0.168215138	0.12939626	7.321321396	2.63E-12	4.21E-05	0.0003	28.1189	0.00032545
L1	P13	2	Day	-1.00E-06	1.980827822	24005	296	0.027332578	L1_P13_2	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-6.94E-12	-1.11E-04	-0.0009	-74.1134	-0.000857794
L1	P13	12	Day	7.12E-07	1.97010555	23993	298	0.024079143	L1_P13_12	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	4.90E-12	7.84E-05	0.0006	52.3528	0.000605935
L3	P13	9	Day	-1.88E-07	1.960758294	33599	295	0.020201843	L3_P13_9	2.05	2.05E-06	3.29E-05	1.64E-11	H	0.168215138	0.12939626	6.949050817	-1.31E-12	-2.09E-05	-0.0002	-13.9677	-0.000161664
L3	P13	12	Night	1.02E-07	1.999343955	38398	283	0.014871765	L3_P13_12	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	7.42E-13	1.19E-05	0.0001	7.9239	9.17115E-05
L3	P13	8	Night	-9.06E-08	2.000413055	33595	284	0.011435968	L3_P13_8	2.13	2.13E-06	3.42E-05	1.70E-11	H	0.168215138	0.12939626	7.218204193	-6.54E-13	-1.05E-05	-0.0001	-6.9848	-8.08428E-05
L3	P13	17	Day	9.80E-08	1.957237871	28804	292	0.007691759	L3_P13_17	2.08	2.08E-06	3.34E-05	1.94E-11	H	0.168215138	0.12939626	7.020445174	6.88E-13	1.10E-05	0.0001	7.3524	8.50968E-05
L1	P13	3	Night	-9.04E-08	1.960967943	33599	271	0.003695596	L1_P13_3	2.24	2.24E-06	3.59E-05	1.79E-11	H	0.168215138	0.12939626	7.564464911	-6.84E-13	-1.09E-05	-0.0001	-7.3039	-8.45364E-05
L1	P13	1	Night	3.34E-08	1.906459079	43202	275	0.002560747	L1_P13_1	2.2	2.20E-06	3.53E-05	1.37E-11	H	0.168215138	0.12939626	7.454436331	2.49E-13	3.98E-06	0.0000	2.6569	3.07515E-05
L3	P13	4	Night	1.87E-08	1.954099951	33598	277	0.000234389	L3_P13_4	2.19	2.19E-06	3.51E-05	1.75E-11	H	0.168215138	0.12939626	7.400613686	1.39E-13	2.22E-06	0.0000	1.4801	1.71307E-05
L3	P14	7	Day	1.67E-06	1.989416681	9596	286	1	L3_P14_7	2.12	2.12E-06	3.40E-05	5.94E-11	F	0.168215138	0.12939626	7.167727241	1.20E-11	1.92E-04	0.0015	128.0401	0.001481945
L1	P14	0	Day	-4.35E-06	1.994556303	22844	287	0.969321888	L1_P14_0	2.11	2.11E-06	3.38E-05	2.48E-11	F	0.168215138	0.12939626	7.142752582	-3.10E-11	-4.97E-04	-0.0038	-331.6220	-0.003838218
L3	P14	1	Day	-5.23E-06	2.162993641	28795	297	0.911384599	L3_P14_1	2.04	2.04E-06	3.27E-05	1.90E-11	F	0.168215138	0.12939626	6.902255862	-3.61E-11	-5.78E-04	-0.0045	-385.9967	-0.004467554
L2	P14	2	Day	-1.73E-06	1.967555624	33597	305	0.869740784	L2_P14_2	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.16E-11	-1.86E-04	-0.0014	-124.1029	-0.001436376
L2	P14	0	Day	-1.82E-06	1.980233128	33598	304	0.858685056	L2_P14_0	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-1.22E-11	-1.96E-04	-0.0015	-130.7638	-0.00151347
L1	P14	9	Night	1.12E-06	1.929190666	28801	272	0.837721896	L1_P14_9	2.23	2.23E-06	3.58E-05	2.08E-11	F	0.168215138	0.12939626	7.536654378	8.44E-12	1.35E-04	0.0010	90.1728	0.001043666
L3	P14	0	Night	1.13E-06	2.034719068	33599	283	0.790141684	L3_P14_0	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	8.18E-12	1.31E-04	0.0010	87.3864	0.001011417
L2	P14	6	Day	-2.52E-06	1.964717805	33604	310	0.783206113	L2_P14_6	1.96	1.96E-06	3.14E-05	1.57E-11	F	0.168215138	0.12939626	6.612806422	-1.67E-11	-2.66E-04	-0.0021	-177.9002	-0.00205903
L2	P14	8	Day	-1.38E-06	1.97105919	33599	307	0.761132491	L2_P14_8	1.97	1.97E-06	3.16E-05	1.58E-11	F	0.168215138	0.12939626	6.677426681	-9.21E-12	-1.47E-04	-0.0011	-98.3887	-0.001138759
L2	P14	9	Night	8.41E-07	1.950802137	28795	280	0.706077009	L2_P14_9	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.321321396	6.16E-12	9.85E-05	0.0008	65.7672	0.000761194
L3	P14	12	Night	8.22E-07	1.993599149	33600	283	0.696629898	L3_P14_12	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	5.95E-12	9.52E-05	0.0007	63.5993	0.000736103
L3	P14	21	Day	-8.82E-07	1.986690276	33602	300	0.673304291	L3_P14_21	2.02	2.02E-06	3.24E-05	1.62E-11	F	0.168215138	0.12939626	6.833233303	-6.03E-12	-9.65E-05	-0.0007	-64.4157	-0.000745552
L2	P14	4	Day	-1.59E-06	1.959075297	33597	305	0.669139317	L2_P14_4	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.07E-11	-1.71E-04	-0.0013	-114.3199	-0.001323147
L3	P14	24	Night	1.31E-06	1.956379799	33600	278	0.650707398	L3_P14_24	2.18	2.18E-06	3.50E-05	1.74E-11	F	0.168215138	0.12939626	7.373992773	9.67E-12	1.55E-04	0.0012	103.2916	0.001195505
L3	P14	19	Day	-9.79E-07	1.987715217	33596	294	0.646919482	L3_P14_19	2.06	2.06E-06	3.30E-05	1.65E-11	F	0.168215138	0.12939626	6.972687044	-6.82E-12	-1.09E-04	-0.0008	-72.8941	-0.000843681
L1	P14	10	Day	5.61E-06	1.978763426	24008	298	0.632407102	L1_P14_10	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	3.86E-11	6.18E-04	0.0048	412.4158	0.004773331
L3	P14	18	Night	1.07E-06	1.951803029	33604	280	0.628389978	L3_P14_18	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	7.87E-12	1.26E-04	0.0010	84.0461	0.000972756
L3	P14	22	Night	6.99E-07	1.954023523	33607	277	0.471567919	L3_P14_22	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	5.17E-12	8.27E-05	0.0006	55.2364	0.00063931
L3	P14	6	Night	6.41E-07	1.966871225	33601	277	0.437976936	L3_P14_6	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	4.74E-12	7.59E-05	0.0006	50.6848	0.000586629
L3	P14	2	Night	-6.37E-07	1.975749344	33592	283	0.421878452	L3_P14_2	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	-4.62E-12	-7.39E-05	-0.0006	-49.3114	-0.000570733
L1	P14	5	Night	3.95E-07	1.975425479	38399	271	0.393730594	L1_P14_5	2.24	2.24E-06	3.59E-05	1.57E-11	F	0.168215138	0.12939626	7.564464911	2.99E-12	4.78E-05	0.0004	31.8969	0.000369177
L3	P14	10	Night	7.67E-07	1.958050443	33596	275	0.353926114	L3_P14_10	2.2	2.20E-06	3.53E-05	1.76E-11	F	0.168215138	0.12939626	7.454436331	5.72E-12	9.15E-05	0.0007	61.1064	0.00070725
L3	P14	20	Night	6.63E-07	1.962904141	33602	280	0.342860844	L3_P14_20	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	4.86E-12	7.77E-05	0.0006	51.8759	0.000600415
L3	P14	14	Night	5.09E-07	1.986905215	33593	281	0.313162202	L3_P14_14	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.295266872	3.71E-12	5.94E-05	0.0005	39.6330	0.000458716
L3	P14	4	Night	3.00E-07	1.952275529	33600	277	0.312512692	L3_P14_4	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	2.22E-12	3.55E-05	0.0003	23.6827	0.000274105
L2	P14	3	Night	7.81E-07	1.95596042	28801	279	0.298890336	L2_P14_3	2.17	2.17E-06	3.48E-05	2.03E-11	F	0.168215138	0.12939626	7.347562691	5.74E-12	9.19E-05	0.0007	61.3432	0.000709991
L2	P14	1	Night	8.22E-07	1.945298972	28804	280	0.286789626	L2_P14_1	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.321321396	6.02E-12	9.63E-05	0.0007	64.3069	0.000744293
L1	P14	11	Night	-4.88E-07	2.054577917	38404	272	0.283834957	L1_P14_11	2.23	2.23E-06	3.58E-05	1.56E-11	F	0.168215138	0.12939626	7.536654378	-3.68E-12	-5.89E-05	-0.0005	-39.3017	-0.000454881
L3	P14	16	Night	4.07E-07	1.974759634	33600	282	0.237913457	L3_P14_16	2.15	2.15E-06	3.45E-05	1.72E-11	F	0.168215138	0.12939626	7.269397131	2.96E-12	4.73E-05	0.0004	31.6016	0.000365759
L2	P14	7	Night	4.67E-07	1.967576954	28794	282	0.227241717	L2_P14_7	2.15	2.15E-06	3.45E-05	2.01E-11	F	0.168215138	0.12939626	7.269397131	3.39E-12	5.43E-05	0.0004	36.2605	0.000419682
L3	P14	9	Day	-6.55E-07	1.988226845	33596	295	0.170809099	L3_P14_9	2.05	2.05E-06	3.29E-05	1.64E-11	F	0.168215138	0.12939626	6.949050817	-4.55E-12	-7.28E-05	-0.0006	-48.6096	-0.000562611
L3	P14	13	Day	-2.32E-07	1.989536105	28795	284	0.157523558	L3_P14_13	2.13	2.13E-06	3.42E-05	1.99E-11	F	0.168215138	0.12939626	7.218204193	-1.68E-12	-2.68E-05	-0.0002	-17.9044	-0.000207227
L1	P14	3	Night	1.68E-07	1.951286228	33601	272	0.127219686	L1_P14_3	2.23	2.23E-06	3.58E-05	1.78E-11	F	0.168215138	0.12939626	7.536654378	1.26E-12	2.02E-05	0.0002	13.4929	0.000156168
L1	P14	1	Night	-2.56E-07	1.923847101	43201	275	0.108287678	L1_P14_1	2.2	2.20E-06	3.53E-05	1.37E-11	F	0.168215138	0.12939626	7.454436331	-1.91E-12	-3.05E-05	-0.0002	-20.3847	-0.000235934
L3	P14	17	Day	2.22E-07	1.956359503	28798	292	0.103905143	L3_P14_17	2.08	2.08E-06	3.34E-05	1.94E-11	F	0.168215138	0.12939626	7.020445174	1.56E-12	2.50E-05	0.0002	16.6673	0.000192908
L3	P14	15	Day	3.39E-07	1.966768412	33596	296	0.102571501	L3_P14_15	2.05	2.05E-06	3.29E-05	1.64E-11	F	0.168215138	0.12939626	6.925574294	2.35E-12	3.76E-05	0.0003	25.0816	0.000290296
L3	P14	5	Day	-2.70E-07	1.99010709	28797	301	0.086032402	L3_P14_5	2.01	2.01E-06	3.22E-05	1.88E-11	F	0.168215138	0.12939626	6.810531531	-1.84E-12	-2.95E-05	-0.0002	-19.6803	-0.000227782
L3	P14	25	Day	4.00E-07	2.005204584	14398	300	0.065797316	L3_P14_25	2.02	2.02E-06	3.24E-05	3.77E-11	F	0.168215138	0.12939626	6.833233303	2.73E-12	4.37E-05	0.0003	29.1687	0.000337601
L3	P14	11	Day	-2.23E-07	1.998840503	28803	298	0.058595068	L3_P14_11	2.03	2.03E-06	3.26E-05	1.89E-11	F	0.168215138	0.12939626	6.879093929	-1.53E-12	-2.45E-05	-0.0002	-16.3805	-0.000189589
L3	P14	23	Day	-1.61E-07	1.987375709	33602	304	0.029556729	L3_P14_23	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-1.09E-12	-1.74E-05	-0.0001	-11.6100	-0.000134375
L1	P14	2	Day	-9.26E-07	1.970338086	24000	297	0.025108159	L1_P14_2	2.04	2.04E-06	3.27E-05	2.29E-11	F	0.168215138	0.12939626	6.902255862	-6.39E-12	-1.02E-04	-0.0008	-68.2613	-0.000790062
L2	P14	5	Night	2.13E-07	1.968288449	28796	281	0.023751597	L2_P14_5	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.295266872	1.56E-12	2.49E-05	0.0002	16.6261	0.000192432
L1	P14	6	Day	-6.04E-07	2.0296499	23999	296	0.015400258	L1_P14_6	2.05	2.05E-06	3.29E-05	2.30E-11	F	0.168215138	0.12939626	6.925574294	-4.18E-12	-6.69E-05	-0.0005	-44.7012	-0.000517376
L1	P14	4	Day	-7.84E-07	2.008090828	30945	298	0.014216663	L1_P14_4	2.03	2.03E-06	3.26E-05	1.76E-11	F	0.168215138	0.12939626	6.879093929	-5.39E-12	-8.63E-05	-0.0007	-57.6268	-0.000666977
L3	P14	8	Night	-2.11E-08	1.997375832	33596	283	0.002123073	L3_P14_8	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	-1.53E-13	-2.44E-06	0.0000	-1.6312	-1.88791E-05
L3	P14	3	Day	-8.98E-09	1.959717703	24004	290	3.76E-05	L3_P14_3	2.09	2.09E-06	3.35E-05	2.34E-11	F	0.168215138	0.12939626	7.068862038	-6.35E-14	-1.02E-06	0.0000	-0.6780	-7.847E-06
L1	P15	0	Day	-2.62E-06	1.973501676	22666	287	0.995543352	L1_P15_0	2.11	2.11E-06	3.38E-05	2.50E-11	F	0.168215138	0.12939626	7.142752582	-1.87E-11	-3.00E-04	-0.0023	-200.1855	-0.002316962
L3	P15	1	Day	-8.19E-06	2.142319964	23996	297	0.979200917	L3_P15_1	2.04	2.04E-06	3.27E-05	2.29E-11	F	0.168215138	0.12939626	6.902255862	-5.65E-11	-9.04E-04	-0.0070	-603.7639	-0.006988009
L3	P15	0	Night	3.01E-06	2.052570025	33608	283	0.917591148	L3_P15_0	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	2.18E-11	3.49E-04	0.0027	233.1235	0.002698189
L2	P15	8	Day	-2.40E-06	2.010576088	33600	307	0.903693206	L2_P15_8	1.97	1.97E-06	3.16E-05	1.58E-11	F	0.168215138	0.12939626	6.677426681	-1.60E-11	-2.56E-04	-0.0020	-171.0857	-0.001980158
L3	P15	6	Night	1.42E-06	1.950601914	33599	277	0.875763539	L3_P15_6	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	1.05E-11	1.69E-04	0.0013	112.6473	0.001303788
L3	P15	24	Night	1.98E-06	1.954431402	33601	278	0.865184929	L3_P15_24	2.18	2.18E-06	3.50E-05	1.74E-11	F	0.168215138	0.12939626	7.373992773	1.46E-11	2.33E-04	0.0018	155.6799	0.001801851
L3	P15	25	Day	-1.35E-06	1.997835282	14399	301	0.814589292	L3_P15_25	2.01	2.01E-06	3.22E-05	3.75E-11	F	0.168215138	0.12939626	6.810531531	-9.19E-12	-1.47E-04	-0.0011	-98.2063	-0.001136647
L3	P15	12	Night	1.21E-06	1.967076543	33600	283	0.80691138	L3_P15_12	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	8.78E-12	1.41E-04	0.0011	93.8440	0.001086158
L2	P15	0	Day	-1.13E-06	1.979389181	33593	304	0.8027564	L2_P15_0	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-7.61E-12	-1.22E-04	-0.0009	-81.2687	-0.00094061
L2	P15	6	Day	-1.74E-06	1.966370497	33597	311	0.798199771	L2_P15_6	1.95	1.95E-06	3.13E-05	1.56E-11	F	0.168215138	0.12939626	6.591543379	-1.15E-11	-1.83E-04	-0.0014	-122.4660	-0.001417431
L3	P15	20	Night	1.20E-06	1.950732567	33594	279	0.764736997	L3_P15_20	2.17	2.17E-06	3.48E-05	1.74E-11	F	0.168215138	0.12939626	7.347562691	8.83E-12	1.41E-04	0.0011	94.3653	0.001092191
L3	P15	18	Night	1.33E-06	1.945633022	33596	280	0.713235469	L3_P15_18	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	9.71E-12	1.55E-04	0.0012	103.7499	0.001200809
L2	P15	4	Day	-1.55E-06	1.980668521	33599	305	0.685425502	L2_P15_4	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.04E-11	-1.67E-04	-0.0013	-111.1845	-0.001286858
L1	P15	9	Night	1.28E-06	1.936381733	28801	272	0.670074864	L1_P15_9	2.23	2.23E-06	3.58E-05	2.08E-11	F	0.168215138	0.12939626	7.536654378	9.62E-12	1.54E-04	0.0012	102.7646	0.001189405
L3	P15	10	Night	1.21E-06	1.962647063	33606	275	0.656253062	L3_P15_10	2.2	2.20E-06	3.53E-05	1.76E-11	F	0.168215138	0.12939626	7.454436331	9.05E-12	1.45E-04	0.0011	96.6924	0.001119125
L2	P15	2	Day	-1.21E-06	1.988123956	33606	306	0.633493265	L2_P15_2	1.98	1.98E-06	3.18E-05	1.58E-11	F	0.168215138	0.12939626	6.699248336	-8.13E-12	-1.30E-04	-0.0010	-86.8592	-0.001005315
L1	P15	3	Night	7.63E-07	1.952242885	28802	271	0.569580989	L1_P15_3	2.24	2.24E-06	3.59E-05	2.09E-11	F	0.168215138	0.12939626	7.564464911	5.77E-12	9.24E-05	0.0007	61.6925	0.000714034
L3	P15	22	Night	1.06E-06	1.945621521	33598	277	0.551060463	L3_P15_22	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	7.87E-12	1.26E-04	0.0010	84.1120	0.000973519
L1	P15	5	Night	9.19E-07	1.963841286	38398	271	0.539649064	L1_P15_5	2.24	2.24E-06	3.59E-05	1.57E-11	F	0.168215138	0.12939626	7.564464911	6.95E-12	1.11E-04	0.0009	74.2584	0.000859472
L3	P15	2	Night	-9.21E-07	1.968651887	33601	283	0.538644191	L3_P15_2	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	-6.67E-12	-1.07E-04	-0.0008	-71.2534	-0.000824692
L1	P15	10	Day	3.55E-06	1.97244424	24004	298	0.513611725	L1_P15_10	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	2.44E-11	3.91E-04	0.0030	260.7646	0.003018109
L3	P15	19	Day	-7.77E-07	1.965995093	33597	292	0.396620134	L3_P15_19	2.08	2.08E-06	3.34E-05	1.66E-11	F	0.168215138	0.12939626	7.020445174	-5.45E-12	-8.72E-05	-0.0007	-58.2512	-0.000674204
L3	P15	23	Day	-9.18E-07	1.987708498	33604	304	0.387923088	L3_P15_23	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-6.19E-12	-9.91E-05	-0.0008	-66.1412	-0.000765523
L3	P15	3	Day	-9.32E-07	1.973039701	24005	290	0.373352241	L3_P15_3	2.09	2.09E-06	3.35E-05	2.34E-11	F	0.168215138	0.12939626	7.068862038	-6.59E-12	-1.05E-04	-0.0008	-70.3909	-0.000814709
L3	P15	8	Night	-8.78E-07	1.995837435	33597	283	0.350525501	L3_P15_8	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	-6.36E-12	-1.02E-04	-0.0008	-67.9846	-0.000786859
L3	P15	16	Night	4.25E-07	1.967113292	33601	282	0.325006049	L3_P15_16	2.15	2.15E-06	3.45E-05	1.72E-11	F	0.168215138	0.12939626	7.269397131	3.09E-12	4.95E-05	0.0004	33.0397	0.000382404
